Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
member,Chrome 97.0.4692.71,,,2022-01-17 08:54:38,2022-01-17 08:55:22,43.598s,PASSED
,,,,,,,
Test Cases/login,Chrome 97.0.4692.71,,,2022-01-17 08:54:39,2022-01-17 08:55:00,21.339s,PASSED
"openBrowser("""")",Chrome 97.0.4692.71,,,2022-01-17 08:54:39,2022-01-17 08:54:53,13.147s,PASSED
"navigateToUrl(""https://alpha-admin.shopby.co.kr/pro/auth"")",Chrome 97.0.4692.71,,,2022-01-17 08:54:53,2022-01-17 08:54:58,5.163s,PASSED
"setText(findTestObject(""Page_shopby-pro-admin/input_id""), ""shopbyproadmin"")",Chrome 97.0.4692.71,,,2022-01-17 08:54:58,2022-01-17 08:54:59,0.989s,PASSED
"setEncryptedText(findTestObject(""Page_shopby-pro-admin/input_password""), ""YY6OvKdam5zXcWhrYqhBkg=="")",Chrome 97.0.4692.71,,,2022-01-17 08:54:59,2022-01-17 08:54:59,0.602s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/button_login""))",Chrome 97.0.4692.71,,,2022-01-17 08:54:59,2022-01-17 08:55:00,0.588s,PASSED
,,,,,,,
Test Cases/Member List,Chrome 97.0.4692.71,,,2022-01-17 08:55:00,2022-01-17 08:55:04,4.297s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_member""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:02,2022-01-17 08:55:03,1.247s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_MemberManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:03,2022-01-17 08:55:03,0.531s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a__MemberLlist""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:03,2022-01-17 08:55:04,0.865s,PASSED
,,,,,,,
Test Cases/Member Reg,Chrome 97.0.4692.71,,,2022-01-17 08:55:04,2022-01-17 08:55:07,2.747s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:05,2022-01-17 08:55:06,0.496s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_MemberManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:06,2022-01-17 08:55:06,0.454s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a__MemberReg""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:06,2022-01-17 08:55:07,0.706s,PASSED
,,,,,,,
Test Cases/Withdraw Member List,Chrome 97.0.4692.71,,,2022-01-17 08:55:07,2022-01-17 08:55:10,2.949s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:08,2022-01-17 08:55:09,0.467s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_MemberManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:09,2022-01-17 08:55:09,0.550s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a__WithdrawMemberList""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:09,2022-01-17 08:55:10,0.835s,PASSED
,,,,,,,
Test Cases/Dormant Member List,Chrome 97.0.4692.71,,,2022-01-17 08:55:10,2022-01-17 08:55:13,2.745s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 08:55:11,2022-01-17 08:55:12,0.444s,PASSED
